ID_Aluno,Nome,Mes_Ano,Nota,Presenca,Avaliacao
9,Thiago Farias,2025-03,4.0,1,1
9,Thiago Farias,2025-04,9.7,0,5
9,Thiago Farias,2025-05,2.65,0,5
9,Thiago Farias,2025-06,7.29,1,4
9,Thiago Farias,2025-07,5.11,1,5
9,Thiago Farias,2025-08,0.44,1,1
9,Thiago Farias,2025-09,8.07,0,3
10,Thiago das Neves,2024-10,9.49,1,5
10,Thiago das Neves,2024-11,8.48,1,5
10,Thiago das Neves,2024-12,4.08,1,3
10,Thiago das Neves,2025-01,1.92,1,2
10,Thiago das Neves,2025-02,3.01,0,3
10,Thiago das Neves,2025-03,4.3,1,4
10,Thiago das Neves,2025-04,6.76,1,2
10,Thiago das Neves,2025-05,2.84,1,1
10,Thiago das Neves,2025-06,7.51,1,2
10,Thiago das Neves,2025-07,1.47,0,2
10,Thiago das Neves,2025-08,6.11,0,4
10,Thiago das Neves,2025-09,6.3,0,4
11,Breno da Mota,2024-10,2.44,0,1
11,Breno da Mota,2024-11,2.19,1,1
11,Breno da Mota,2024-12,9.17,0,4
11,Breno da Mota,2025-01,4.65,1,4
11,Breno da Mota,2025-02,7.19,1,5
11,Breno da Mota,2025-03,1.59,1,4
11,Breno da Mota,2025-04,2.47,1,5
11,Breno da Mota,2025-05,2.39,1,1
11,Breno da Mota,2025-06,2.34,1,3
11,Breno da Mota,2025-07,0.81,0,2
11,Breno da Mota,2025-08,1.53,0,1
11,Breno da Mota,2025-09,3.31,1,4
12,Enrico das Neves,2024-11,3.89,0,5
12,Enrico das Neves,2024-12,0.06,1,3
12,Enrico das Neves,2025-01,8.53,1,5
12,Enrico das Neves,2025-02,5.46,0,4
12,Enrico das Neves,2025-03,4.36,0,4
12,Enrico das Neves,2025-04,6.79,1,2
12,Enrico das Neves,2025-05,9.2,0,4
12,Enrico das Neves,2025-06,6.63,0,4
12,Enrico das Neves,2025-07,4.62,0,3
12,Enrico das Neves,2025-08,2.12,1,3
12,Enrico das Neves,2025-09,3.79,1,3
13,Sr. Pedro Miguel Souza,2024-10,4.7,0,3
13,Sr. Pedro Miguel Souza,2024-11,0.69,0,1
13,Sr. Pedro Miguel Souza,2024-12,1.99,0,5
13,Sr. Pedro Miguel Souza,2025-01,1.26,0,5
13,Sr. Pedro Miguel Souza,2025-02,4.65,1,3
13,Sr. Pedro Miguel Souza,2025-03,6.07,0,2
13,Sr. Pedro Miguel Souza,2025-04,1.08,0,3
13,Sr. Pedro Miguel Souza,2025-05,9.08,1,4
13,Sr. Pedro Miguel Souza,2025-06,1.98,0,1
13,Sr. Pedro Miguel Souza,2025-07,3.02,0,5
13,Sr. Pedro Miguel Souza,2025-08,3.47,1,3
14,Daniel Barros,2024-10,0.13,1,4
14,Daniel Barros,2024-11,9.61,1,2
14,Daniel Barros,2024-12,7.34,1,5
14,Daniel Barros,2025-01,5.38,1,4
14,Daniel Barros,2025-02,7.31,1,3
14,Daniel Barros,2025-03,8.31,0,3
14,Daniel Barros,2025-04,2.44,1,5
14,Daniel Barros,2025-05,3.79,0,4
14,Daniel Barros,2025-06,1.82,0,3
14,Daniel Barros,2025-07,3.4,1,5
14,Daniel Barros,2025-09,0.86,1,4
15,Maria Fernanda Porto,2024-10,2.4,1,4
15,Maria Fernanda Porto,2024-11,0.17,1,2
15,Maria Fernanda Porto,2024-12,2.43,1,4
15,Maria Fernanda Porto,2025-01,3.44,1,3
15,Maria Fernanda Porto,2025-02,2.71,1,2
15,Maria Fernanda Porto,2025-03,1.93,0,5
15,Maria Fernanda Porto,2025-04,6.9,0,2
15,Maria Fernanda Porto,2025-05,2.76,1,1
15,Maria Fernanda Porto,2025-06,2.96,1,2
15,Maria Fernanda Porto,2025-07,7.08,0,3
16,Anthony Castro,2024-10,9.44,1,1
16,Anthony Castro,2024-11,5.74,1,4
16,Anthony Castro,2024-12,1.84,0,3
16,Anthony Castro,2025-01,4.78,0,4
16,Anthony Castro,2025-02,5.77,0,2
16,Anthony Castro,2025-03,5.63,1,1
16,Anthony Castro,2025-04,1.18,1,5
16,Anthony Castro,2025-05,6.18,1,4
16,Anthony Castro,2025-06,2.97,1,3
16,Anthony Castro,2025-07,0.6,0,2
16,Anthony Castro,2025-08,2.65,0,2
16,Anthony Castro,2025-09,5.52,0,1
17,Dra. Lorena Nunes,2024-10,6.89,1,3
17,Dra. Lorena Nunes,2024-12,2.83,1,1
17,Dra. Lorena Nunes,2025-01,9.24,0,4
17,Dra. Lorena Nunes,2025-02,2.25,0,3
17,Dra. Lorena Nunes,2025-03,0.71,0,3
17,Dra. Lorena Nunes,2025-04,8.24,1,4
17,Dra. Lorena Nunes,2025-05,6.89,1,3
17,Dra. Lorena Nunes,2025-06,4.94,0,5
17,Dra. Lorena Nunes,2025-08,3.22,1,1
18,Rebeca Cardoso,2024-10,8.36,0,3
18,Rebeca Cardoso,2024-11,7.63,0,4
18,Rebeca Cardoso,2024-12,4.42,1,2
18,Rebeca Cardoso,2025-01,4.36,1,1
18,Rebeca Cardoso,2025-02,4.08,1,1
18,Rebeca Cardoso,2025-03,3.3,1,3
18,Rebeca Cardoso,2025-04,4.0,0,4
18,Rebeca Cardoso,2025-06,1.16,1,5
18,Rebeca Cardoso,2025-07,0.01,1,4
18,Rebeca Cardoso,2025-09,6.23,1,4
19,Srta. Ana Lívia Martins,2024-10,2.04,0,3
19,Srta. Ana Lívia Martins,2024-11,6.98,0,1
19,Srta. Ana Lívia Martins,2024-12,6.09,0,2
19,Srta. Ana Lívia Martins,2025-01,0.14,1,1
19,Srta. Ana Lívia Martins,2025-02,8.41,0,4
19,Srta. Ana Lívia Martins,2025-03,6.48,0,4
19,Srta. Ana Lívia Martins,2025-04,2.92,1,4
19,Srta. Ana Lívia Martins,2025-05,9.8,0,4
19,Srta. Ana Lívia Martins,2025-06,3.84,0,1
19,Srta. Ana Lívia Martins,2025-07,7.9,1,3
19,Srta. Ana Lívia Martins,2025-08,5.08,0,3
19,Srta. Ana Lívia Martins,2025-09,8.37,1,2
20,Davi Monteiro,2024-10,4.84,1,5
20,Davi Monteiro,2024-11,3.77,1,2
20,Davi Monteiro,2024-12,2.39,1,2
20,Davi Monteiro,2025-01,4.11,1,4
20,Davi Monteiro,2025-02,8.11,1,2
20,Davi Monteiro,2025-03,0.37,1,1
20,Davi Monteiro,2025-04,4.4,1,1
20,Davi Monteiro,2025-05,4.1,0,1
20,Davi Monteiro,2025-06,9.69,1,5
20,Davi Monteiro,2025-07,6.5,1,5
20,Davi Monteiro,2025-08,3.17,1,5
21,Nina da Mota,2024-11,9.21,0,1
21,Nina da Mota,2024-12,0.98,0,4
21,Nina da Mota,2025-01,2.99,0,1
21,Nina da Mota,2025-02,0.56,1,3
21,Nina da Mota,2025-03,2.44,1,5
21,Nina da Mota,2025-04,1.8,0,1
21,Nina da Mota,2025-05,3.83,0,4
21,Nina da Mota,2025-06,1.43,1,3
21,Nina da Mota,2025-07,6.67,1,3
21,Nina da Mota,2025-08,1.58,1,3
21,Nina da Mota,2025-09,2.99,1,3
22,Dr. Leonardo Castro,2024-10,3.02,1,4
22,Dr. Leonardo Castro,2024-11,3.81,1,5
22,Dr. Leonardo Castro,2024-12,6.99,0,4
22,Dr. Leonardo Castro,2025-01,5.66,0,5
22,Dr. Leonardo Castro,2025-02,8.33,1,2
22,Dr. Leonardo Castro,2025-03,3.52,0,5
22,Dr. Leonardo Castro,2025-04,7.56,0,1
22,Dr. Leonardo Castro,2025-05,6.46,1,4
22,Dr. Leonardo Castro,2025-07,1.31,1,3
22,Dr. Leonardo Castro,2025-08,1.76,0,5
22,Dr. Leonardo Castro,2025-09,3.66,1,2
23,Maria Sophia Sales,2024-10,8.25,1,3
23,Maria Sophia Sales,2024-11,3.39,0,4
23,Maria Sophia Sales,2024-12,1.41,0,4
23,Maria Sophia Sales,2025-01,8.05,1,1
23,Maria Sophia Sales,2025-02,0.14,0,4
23,Maria Sophia Sales,2025-03,7.49,1,5
23,Maria Sophia Sales,2025-04,6.39,1,1
23,Maria Sophia Sales,2025-05,4.71,1,5
23,Maria Sophia Sales,2025-06,0.63,1,3
23,Maria Sophia Sales,2025-07,1.17,0,1
23,Maria Sophia Sales,2025-08,4.93,0,2
23,Maria Sophia Sales,2025-09,1.36,1,3
24,Luiz Gustavo Ribeiro,2024-10,7.43,1,5
24,Luiz Gustavo Ribeiro,2024-11,1.55,1,1
24,Luiz Gustavo Ribeiro,2024-12,6.16,1,1
24,Luiz Gustavo Ribeiro,2025-01,2.17,1,2
24,Luiz Gustavo Ribeiro,2025-02,0.99,1,5
24,Luiz Gustavo Ribeiro,2025-03,6.45,0,4
24,Luiz Gustavo Ribeiro,2025-04,9.68,1,1
24,Luiz Gustavo Ribeiro,2025-05,6.42,0,1
24,Luiz Gustavo Ribeiro,2025-06,2.44,0,5
24,Luiz Gustavo Ribeiro,2025-07,8.3,0,5
24,Luiz Gustavo Ribeiro,2025-08,8.7,1,2
24,Luiz Gustavo Ribeiro,2025-09,5.96,1,2
25,Emanuelly Azevedo,2024-10,5.4,0,1
25,Emanuelly Azevedo,2024-11,0.26,0,3
25,Emanuelly Azevedo,2024-12,2.38,1,1
25,Emanuelly Azevedo,2025-01,0.52,1,5
25,Emanuelly Azevedo,2025-02,0.64,1,3
25,Emanuelly Azevedo,2025-03,1.09,0,5
25,Emanuelly Azevedo,2025-05,8.67,1,4
25,Emanuelly Azevedo,2025-06,0.31,1,4
25,Emanuelly Azevedo,2025-07,1.08,1,1
25,Emanuelly Azevedo,2025-08,3.22,0,1
25,Emanuelly Azevedo,2025-09,6.24,1,4
26,Gabrielly da Mota,2024-10,5.31,1,5
26,Gabrielly da Mota,2024-11,0.99,0,5
26,Gabrielly da Mota,2024-12,2.15,1,2
26,Gabrielly da Mota,2025-01,8.27,1,4
26,Gabrielly da Mota,2025-02,3.13,1,3
26,Gabrielly da Mota,2025-03,1.53,1,1
26,Gabrielly da Mota,2025-06,7.45,1,2
26,Gabrielly da Mota,2025-07,5.86,1,1
26,Gabrielly da Mota,2025-08,8.74,1,1
26,Gabrielly da Mota,2025-09,6.0,1,1
27,Dr. Juan Cavalcanti,2024-10,2.13,1,2
27,Dr. Juan Cavalcanti,2024-11,3.5,1,1
27,Dr. Juan Cavalcanti,2024-12,5.74,1,5
27,Dr. Juan Cavalcanti,2025-01,8.18,0,5
27,Dr. Juan Cavalcanti,2025-02,8.29,1,1
27,Dr. Juan Cavalcanti,2025-03,7.03,1,3
27,Dr. Juan Cavalcanti,2025-04,1.81,0,5
27,Dr. Juan Cavalcanti,2025-05,0.7,0,1
27,Dr. Juan Cavalcanti,2025-06,2.15,1,4
27,Dr. Juan Cavalcanti,2025-07,3.7,1,5
27,Dr. Juan Cavalcanti,2025-08,8.83,0,2
27,Dr. Juan Cavalcanti,2025-09,0.5,0,3
28,Sra. Mariana das Neves,2024-10,4.24,1,4
28,Sra. Mariana das Neves,2024-11,7.55,0,3
28,Sra. Mariana das Neves,2024-12,2.83,1,5
28,Sra. Mariana das Neves,2025-01,0.45,1,5
28,Sra. Mariana das Neves,2025-03,9.45,0,3
28,Sra. Mariana das Neves,2025-04,1.2,1,4
28,Sra. Mariana das Neves,2025-05,3.8,0,5
28,Sra. Mariana das Neves,2025-06,6.68,1,1
28,Sra. Mariana das Neves,2025-07,7.42,1,1
28,Sra. Mariana das Neves,2025-08,0.78,1,5
28,Sra. Mariana das Neves,2025-09,4.04,1,3
29,Kaique Vieira,2024-10,0.21,1,2
29,Kaique Vieira,2024-11,6.18,1,1
29,Kaique Vieira,2024-12,1.06,1,5
29,Kaique Vieira,2025-01,0.79,1,3
29,Kaique Vieira,2025-02,7.79,0,5
29,Kaique Vieira,2025-03,5.31,0,3
29,Kaique Vieira,2025-04,9.58,0,2
29,Kaique Vieira,2025-05,2.56,0,5
29,Kaique Vieira,2025-06,7.59,0,2
29,Kaique Vieira,2025-07,6.28,1,5
29,Kaique Vieira,2025-08,4.49,1,3
29,Kaique Vieira,2025-09,0.68,1,3
30,Maria Luiza Melo,2024-10,5.91,1,5
30,Maria Luiza Melo,2024-12,0.38,1,3
30,Maria Luiza Melo,2025-02,8.55,1,4
30,Maria Luiza Melo,2025-03,9.54,0,4
30,Maria Luiza Melo,2025-04,5.72,0,3
30,Maria Luiza Melo,2025-05,5.01,0,4
30,Maria Luiza Melo,2025-06,8.99,1,1
30,Maria Luiza Melo,2025-07,1.73,0,4
30,Maria Luiza Melo,2025-08,5.24,0,3
30,Maria Luiza Melo,2025-09,2.83,1,3
31,Sr. Pedro Henrique da Mata,2024-10,0.52,1,1
31,Sr. Pedro Henrique da Mata,2024-11,5.58,1,3
31,Sr. Pedro Henrique da Mata,2024-12,8.52,0,3
31,Sr. Pedro Henrique da Mata,2025-02,9.17,1,4
31,Sr. Pedro Henrique da Mata,2025-03,7.09,0,3
31,Sr. Pedro Henrique da Mata,2025-04,6.43,1,2
31,Sr. Pedro Henrique da Mata,2025-05,8.29,0,4
31,Sr. Pedro Henrique da Mata,2025-06,0.18,1,2
31,Sr. Pedro Henrique da Mata,2025-07,3.42,1,2
31,Sr. Pedro Henrique da Mata,2025-08,1.38,0,3
31,Sr. Pedro Henrique da Mata,2025-09,1.01,0,3
32,Dra. Lavínia Moura,2024-10,6.18,1,2
32,Dra. Lavínia Moura,2024-11,8.31,0,4
32,Dra. Lavínia Moura,2025-01,7.2,1,5
32,Dra. Lavínia Moura,2025-02,7.49,1,2
32,Dra. Lavínia Moura,2025-03,3.09,1,2
32,Dra. Lavínia Moura,2025-04,9.47,1,4
32,Dra. Lavínia Moura,2025-05,7.78,1,2
32,Dra. Lavínia Moura,2025-06,8.01,0,3
32,Dra. Lavínia Moura,2025-08,3.71,0,5
32,Dra. Lavínia Moura,2025-09,2.85,0,3
33,Anthony Silva,2024-10,5.13,1,1
33,Anthony Silva,2024-11,2.22,1,3
33,Anthony Silva,2024-12,4.15,1,5
33,Anthony Silva,2025-01,3.86,0,3
33,Anthony Silva,2025-02,3.19,0,3
33,Anthony Silva,2025-03,1.38,1,4
33,Anthony Silva,2025-04,1.39,1,4
33,Anthony Silva,2025-05,9.06,0,3
33,Anthony Silva,2025-06,1.5,1,1
33,Anthony Silva,2025-07,2.38,0,1
33,Anthony Silva,2025-08,6.39,1,1
33,Anthony Silva,2025-09,9.05,0,5
34,Ana Lívia da Costa,2024-10,7.19,1,4
34,Ana Lívia da Costa,2024-12,5.71,0,1
34,Ana Lívia da Costa,2025-01,3.61,0,4
34,Ana Lívia da Costa,2025-02,0.44,1,3
34,Ana Lívia da Costa,2025-03,0.16,0,3
34,Ana Lívia da Costa,2025-04,6.57,0,5
34,Ana Lívia da Costa,2025-05,3.33,0,3
34,Ana Lívia da Costa,2025-06,8.14,0,4
34,Ana Lívia da Costa,2025-07,4.79,0,2
34,Ana Lívia da Costa,2025-09,4.58,1,2
35,João Vitor Nogueira,2024-11,0.42,1,5
35,João Vitor Nogueira,2024-12,8.15,1,3
35,João Vitor Nogueira,2025-02,2.86,0,3
35,João Vitor Nogueira,2025-03,7.99,1,4
35,João Vitor Nogueira,2025-04,8.95,1,3
35,João Vitor Nogueira,2025-05,4.96,1,3
35,João Vitor Nogueira,2025-06,5.19,0,4
35,João Vitor Nogueira,2025-08,8.22,1,3
35,João Vitor Nogueira,2025-09,3.28,1,3
36,João Guilherme Vieira,2024-10,7.18,0,4
36,João Guilherme Vieira,2024-11,0.42,1,5
36,João Guilherme Vieira,2024-12,2.75,0,1
36,João Guilherme Vieira,2025-01,4.06,0,1
36,João Guilherme Vieira,2025-02,6.08,1,1
36,João Guilherme Vieira,2025-03,2.36,1,3
36,João Guilherme Vieira,2025-04,5.67,0,4
36,João Guilherme Vieira,2025-05,3.72,0,5
36,João Guilherme Vieira,2025-06,3.67,1,3
36,João Guilherme Vieira,2025-07,1.13,0,4
36,João Guilherme Vieira,2025-08,9.14,0,3
36,João Guilherme Vieira,2025-09,7.04,0,5
37,Nicolas da Mota,2024-10,9.16,1,2
37,Nicolas da Mota,2024-11,8.53,1,2
37,Nicolas da Mota,2024-12,4.45,0,3
37,Nicolas da Mota,2025-01,7.1,1,3
37,Nicolas da Mota,2025-02,7.12,0,3
37,Nicolas da Mota,2025-03,1.21,0,2
37,Nicolas da Mota,2025-04,4.94,1,5
37,Nicolas da Mota,2025-05,4.67,0,5
37,Nicolas da Mota,2025-06,0.66,1,4
37,Nicolas da Mota,2025-07,7.69,0,2
37,Nicolas da Mota,2025-08,6.42,1,4
37,Nicolas da Mota,2025-09,3.45,0,2
38,Danilo Souza,2024-10,9.11,0,1
38,Danilo Souza,2024-11,3.04,0,3
38,Danilo Souza,2024-12,2.25,1,1
38,Danilo Souza,2025-01,6.35,1,2
38,Danilo Souza,2025-02,6.14,0,5
38,Danilo Souza,2025-03,5.92,0,2
38,Danilo Souza,2025-04,7.21,1,5
38,Danilo Souza,2025-06,0.81,1,2
38,Danilo Souza,2025-07,4.17,0,4
38,Danilo Souza,2025-08,5.46,1,4
38,Danilo Souza,2025-09,8.07,1,3
39,Sr. Lucas Martins,2024-10,6.89,0,4
39,Sr. Lucas Martins,2024-11,4.64,1,5
39,Sr. Lucas Martins,2024-12,8.61,1,3
39,Sr. Lucas Martins,2025-01,1.31,1,5
39,Sr. Lucas Martins,2025-02,3.19,1,1
39,Sr. Lucas Martins,2025-03,2.48,0,1
39,Sr. Lucas Martins,2025-04,3.84,1,2
39,Sr. Lucas Martins,2025-05,9.02,1,5
39,Sr. Lucas Martins,2025-06,1.9,0,4
39,Sr. Lucas Martins,2025-07,4.67,1,4
39,Sr. Lucas Martins,2025-09,5.05,0,2
40,Gustavo Nascimento,2024-10,0.49,1,4
40,Gustavo Nascimento,2024-11,8.43,1,3
40,Gustavo Nascimento,2024-12,8.47,1,2
40,Gustavo Nascimento,2025-01,7.28,1,3
40,Gustavo Nascimento,2025-04,3.63,1,1
40,Gustavo Nascimento,2025-05,4.5,1,5
40,Gustavo Nascimento,2025-06,1.19,0,4
40,Gustavo Nascimento,2025-07,9.87,1,2
40,Gustavo Nascimento,2025-08,5.09,0,1
41,Sra. Luna Castro,2024-10,8.04,1,2
41,Sra. Luna Castro,2024-11,5.16,1,5
41,Sra. Luna Castro,2024-12,3.93,1,5
41,Sra. Luna Castro,2025-01,8.28,1,5
41,Sra. Luna Castro,2025-02,8.16,1,3
41,Sra. Luna Castro,2025-03,9.8,1,1
41,Sra. Luna Castro,2025-04,2.66,0,1
41,Sra. Luna Castro,2025-05,1.71,1,2
41,Sra. Luna Castro,2025-06,2.42,0,2
41,Sra. Luna Castro,2025-08,1.51,0,4
41,Sra. Luna Castro,2025-09,6.11,1,1
42,Srta. Maria Luiza Alves,2024-10,5.19,1,4
42,Srta. Maria Luiza Alves,2024-11,3.14,0,4
42,Srta. Maria Luiza Alves,2024-12,3.42,1,3
42,Srta. Maria Luiza Alves,2025-01,1.92,0,3
42,Srta. Maria Luiza Alves,2025-02,2.25,1,3
42,Srta. Maria Luiza Alves,2025-03,6.9,1,3
42,Srta. Maria Luiza Alves,2025-04,5.6,1,3
42,Srta. Maria Luiza Alves,2025-05,6.77,1,4
42,Srta. Maria Luiza Alves,2025-06,9.55,0,3
42,Srta. Maria Luiza Alves,2025-08,0.79,1,3
42,Srta. Maria Luiza Alves,2025-09,2.14,1,5
43,Murilo Rezende,2024-10,1.37,0,2
43,Murilo Rezende,2024-12,2.26,0,1
43,Murilo Rezende,2025-01,3.3,1,1
43,Murilo Rezende,2025-02,1.37,0,4
43,Murilo Rezende,2025-03,8.81,1,4
43,Murilo Rezende,2025-04,7.56,1,3
43,Murilo Rezende,2025-05,0.59,0,5
43,Murilo Rezende,2025-06,7.39,0,2
43,Murilo Rezende,2025-07,8.38,0,4
43,Murilo Rezende,2025-08,1.86,1,1
44,Isabel Cardoso,2024-10,1.07,1,3
44,Isabel Cardoso,2024-11,6.41,1,2
44,Isabel Cardoso,2024-12,4.68,0,1
44,Isabel Cardoso,2025-01,7.31,1,2
44,Isabel Cardoso,2025-03,2.95,0,2
44,Isabel Cardoso,2025-04,6.39,1,4
44,Isabel Cardoso,2025-05,0.87,0,2
44,Isabel Cardoso,2025-06,4.77,0,1
44,Isabel Cardoso,2025-07,2.36,1,3
44,Isabel Cardoso,2025-08,7.23,0,3
44,Isabel Cardoso,2025-09,6.93,0,1
45,Isaac Martins,2024-10,1.6,1,1
45,Isaac Martins,2024-11,9.41,1,5
45,Isaac Martins,2024-12,9.57,1,2
45,Isaac Martins,2025-01,9.89,1,4
45,Isaac Martins,2025-02,9.13,0,2
45,Isaac Martins,2025-03,5.96,0,5
45,Isaac Martins,2025-04,7.04,0,5
45,Isaac Martins,2025-05,8.29,0,5
45,Isaac Martins,2025-06,1.65,1,1
45,Isaac Martins,2025-07,7.17,1,1
45,Isaac Martins,2025-08,4.45,0,4
45,Isaac Martins,2025-09,4.15,0,5
46,Ryan Aragão,2024-10,8.07,0,4
46,Ryan Aragão,2024-11,0.03,0,5
46,Ryan Aragão,2025-01,7.0,0,1
46,Ryan Aragão,2025-02,4.72,1,4
46,Ryan Aragão,2025-03,1.35,1,3
46,Ryan Aragão,2025-04,3.82,1,4
46,Ryan Aragão,2025-06,8.75,0,3
46,Ryan Aragão,2025-07,9.93,1,5
46,Ryan Aragão,2025-08,9.79,0,1
46,Ryan Aragão,2025-09,4.63,1,5
47,Marina Peixoto,2024-10,2.3,1,3
47,Marina Peixoto,2024-11,1.88,0,1
47,Marina Peixoto,2024-12,4.19,0,2
47,Marina Peixoto,2025-01,1.01,0,4
47,Marina Peixoto,2025-02,7.03,0,2
47,Marina Peixoto,2025-03,4.02,0,5
47,Marina Peixoto,2025-04,8.64,0,2
47,Marina Peixoto,2025-05,2.89,1,5
47,Marina Peixoto,2025-06,6.73,1,2
47,Marina Peixoto,2025-07,1.43,0,4
47,Marina Peixoto,2025-08,0.61,0,4
47,Marina Peixoto,2025-09,0.47,1,4
48,Srta. Mariana Mendes,2024-10,3.19,1,4
48,Srta. Mariana Mendes,2024-11,3.76,1,2
48,Srta. Mariana Mendes,2024-12,3.01,0,4
48,Srta. Mariana Mendes,2025-01,5.62,1,5
48,Srta. Mariana Mendes,2025-02,3.88,1,2
48,Srta. Mariana Mendes,2025-03,0.79,1,3
48,Srta. Mariana Mendes,2025-05,1.9,1,4
48,Srta. Mariana Mendes,2025-06,6.03,0,2
48,Srta. Mariana Mendes,2025-07,5.88,0,4
48,Srta. Mariana Mendes,2025-08,9.07,1,1
48,Srta. Mariana Mendes,2025-09,1.9,0,4
49,Eduardo Cunha,2024-10,6.96,0,4
49,Eduardo Cunha,2024-11,5.52,1,4
49,Eduardo Cunha,2024-12,6.49,1,3
49,Eduardo Cunha,2025-01,8.83,1,1
49,Eduardo Cunha,2025-02,7.22,1,2
49,Eduardo Cunha,2025-03,4.14,0,2
49,Eduardo Cunha,2025-05,5.84,1,3
49,Eduardo Cunha,2025-06,3.3,1,5
49,Eduardo Cunha,2025-07,4.99,1,3
49,Eduardo Cunha,2025-08,4.89,1,4
49,Eduardo Cunha,2025-09,7.95,0,2
